Source,Target,Type,Weight
Kelly,Harper,Undirected,26
Munoz,Wilson,Undirected,7
Harris,Montgomery,Undirected,12
Mcdaniel,Rogers,Undirected,45
Henry,Nelson,Undirected,55
Fowler,Stewart,Undirected,26
Ryan,Salazar,Undirected,55
Meyer,Vaughn,Undirected,8
Chambers,Stone,Undirected,27
Bishop,Allen,Undirected,62
Moreno,Nguyen,Undirected,5
Mcdaniel,Johnson,Undirected,13
Johnson,Mendoza,Undirected,43
Mendoza,Perry,Undirected,15
Cole,Hernandez,Undirected,11
Frazier,Bradley,Undirected,20
Chambers,Aguilar,Undirected,64
Powell,Daniels,Undirected,22
Thornton,Jennings,Undirected,10
Griffin,Park,Undirected,38
Vasquez,Murray,Undirected,9
Wilson,Welch,Undirected,21
Watson,Carroll,Undirected,15
Mason,Bryant,Undirected,31
Jennings,Harrison,Undirected,124
Gibson,Perkins,Undirected,27
Pearson,Munoz,Undirected,7
Hernandez,George,Undirected,5
Delgado,Rios,Undirected,28
Salazar,Norris,Undirected,124
Wilson,Chambers,Undirected,8
Nichols,Boyd,Undirected,13
Young,Turner,Undirected,6
Tran,Lambert,Undirected,8
Nguyen,Stone,Undirected,62
Schultz,Mcdonald,Undirected,11
Warren,Diaz,Undirected,14
Ross,Turner,Undirected,17
Patterson,Graves,Undirected,44
Nguyen,Peterson,Undirected,138
Spencer,Lewis,Undirected,27
Richardson,Benson,Undirected,27
Newman,Chambers,Undirected,71
Clark,Fowler,Undirected,9
Gomez,Guerrero,Undirected,55
Schneider,Ferguson,Undirected,15
Ferguson,Perkins,Undirected,32
Murphy,Banks,Undirected,29
Gibson,Benson,Undirected,7
Gomez,Spencer,Undirected,56
Perkins,Armstrong,Undirected,19
Santos,Phillips,Undirected,6
Griffin,Bryant,Undirected,21
Jennings,Dunn,Undirected,17
Hoffman,Thornton,Undirected,9
Castillo,Bell,Undirected,55
Collins,Bishop,Undirected,16
Mcdaniel,Wells,Undirected,5
Nguyen,Neal,Undirected,75
Gomez,Ford,Undirected,11
Bradley,Maldonado,Undirected,17
Lewis,Munoz,Undirected,11
Nguyen,Newman,Undirected,46
Maldonado,Stanley,Undirected,8
Fowler,Elliott,Undirected,30
Mendoza,Henry,Undirected,6
Jensen,Ramirez,Undirected,6
Fernandez,Medina,Undirected,48
Bailey,Walters,Undirected,31
Clark,Stephens,Undirected,16
Jensen,Matthews,Undirected,14
Little,Gregory,Undirected,9
Dean,Tran,Undirected,13
Bryant,Chapman,Undirected,13
Long,Spencer,Undirected,54
Tran,Coleman,Undirected,50
Rhodes,Jennings,Undirected,64
Green,Cunningham,Undirected,7
Sanders,Maldonado,Undirected,117
Mcdaniel,Stone,Undirected,13
Perez,Wagner,Undirected,6
Fernandez,Alvarez,Undirected,16
Salazar,Armstrong,Undirected,10
Tran,Russell,Undirected,30
Barnett,Jenkins,Undirected,64
Pearson,Chambers,Undirected,7
Allen,Graves,Undirected,15
Nguyen,Watkins,Undirected,12
Daniels,Crawford,Undirected,70
Turner,Flores,Undirected,78
Brown,Murray,Undirected,16
Armstrong,Benson,Undirected,5
Stewart,Burton,Undirected,6
Barnes,Griffin,Undirected,58
Nguyen,Moreno,Undirected,19
Frazier,Salazar,Undirected,60
Rodriguez,Sullivan,Undirected,5
Mcdonald,Mcdaniel,Undirected,23
Gonzalez,Garcia,Undirected,10
Lee,Wilson,Undirected,24
Gomez,Bryant,Undirected,10
Lewis,Brooks,Undirected,31
Price,Allen,Undirected,47
Spencer,Warren,Undirected,18
Washington,Ramirez,Undirected,48
Miles,Wilson,Undirected,7
Schneider,Neal,Undirected,18
Maldonado,Mendoza,Undirected,53
Shelton,Reid,Undirected,45
Palmer,Marshall,Undirected,15
Stevens,Warren,Undirected,20
Jacobs,Robertson,Undirected,10
Dean,Maldonado,Undirected,36
Brown,Spencer,Undirected,5
Estrada,Gomez,Undirected,16
Ruiz,Ryan,Undirected,22
Lawrence,Gardner,Undirected,12
Salazar,Jacobs,Undirected,23
Lee,Dunn,Undirected,6
Hunter,Jones,Undirected,10
Haynes,Garcia,Undirected,7
Shelton,Ramos,Undirected,43
Vazquez,Gutierrez,Undirected,9
Williams,Dominguez,Undirected,6
Cook,Salazar,Undirected,6
Howell,Robinson,Undirected,47
Dean,Burton,Undirected,17
Dunn,Thornton,Undirected,33
Cook,Davidson,Undirected,36
Barker,Gonzales,Undirected,6
Hughes,Robertson,Undirected,134
Mcdaniel,Long,Undirected,5
Moreno,Horton,Undirected,5
Nguyen,Cook,Undirected,14
Garrett,Bailey,Undirected,40
Carlson,Stanley,Undirected,7
Ellis,Oliver,Undirected,63
Horton,Lee,Undirected,32
Norris,Thomas,Undirected,11
George,Williams,Undirected,39
Bryant,Ryan,Undirected,113
Pearson,Guerrero,Undirected,119
Banks,Arnold,Undirected,34
Gibson,Carroll,Undirected,83
Wilson,Gomez,Undirected,17
Mason,Gonzales,Undirected,20
Howell,Stewart,Undirected,27
Norris,Arnold,Undirected,15
Watts,Patterson,Undirected,7
Schmidt,Brown,Undirected,9
Cunningham,Jennings,Undirected,99
Clark,Hoffman,Undirected,98
Park,Thomas,Undirected,14
Henry,Murray,Undirected,88
Contreras,Little,Undirected,5
Henry,Diaz,Undirected,18
Douglas,Frazier,Undirected,97
Gonzalez,Graves,Undirected,6
Warner,Roberts,Undirected,14
Ruiz,Robinson,Undirected,21
Weaver,Silva,Undirected,11
Silva,Harvey,Undirected,29
Haynes,Graves,Undirected,18
Horton,Graves,Undirected,82
Park,Nguyen,Undirected,24
Gomez,Watson,Undirected,22
Banks,Reynolds,Undirected,5
Gray,Lawrence,Undirected,76
Steele,Dean,Undirected,35
Lewis,Bryant,Undirected,27
Gomez,Arnold,Undirected,8
Hall,Lyons,Undirected,33
Stanley,Newman,Undirected,14
Murray,Ruiz,Undirected,63
Vasquez,Schneider,Undirected,21
Bryant,Murray,Undirected,20
Hoffman,Coleman,Undirected,26
Ryan,Schmidt,Undirected,21
Black,Delgado,Undirected,5
Barnett,Tran,Undirected,12
Thomas,Barnes,Undirected,45
Patterson,Moreno,Undirected,12
Fowler,Gilbert,Undirected,12
Simmons,Wade,Undirected,9
Mccoy,Pearson,Undirected,11
Bell,Nguyen,Undirected,22
Jenkins,Reyes,Undirected,48
Cook,Arnold,Undirected,20
Snyder,Greene,Undirected,9
Howard,Gomez,Undirected,10
Salazar,Mcdaniel,Undirected,6
Vasquez,Allen,Undirected,72
Neal,Benson,Undirected,34
Frazier,Maldonado,Undirected,21
Fernandez,Harper,Undirected,10
Diaz,Griffin,Undirected,16
Barker,Webb,Undirected,7
Parker,Becker,Undirected,53
May,Rivera,Undirected,11
Banks,Medina,Undirected,24
Hill,Pearson,Undirected,11
Weaver,Ross,Undirected,6
Thornton,Elliott,Undirected,25
Lee,Neal,Undirected,34
Norris,Little,Undirected,76
Park,Barnes,Undirected,35
Mason,Parker,Undirected,22
Schmidt,Ruiz,Undirected,24
Henry,Stanley,Undirected,17
Carroll,Gomez,Undirected,9
Stone,Graves,Undirected,54
Wilson,Reynolds,Undirected,94
Barker,Gonzalez,Undirected,178
Kim,Green,Undirected,40
Bryant,Schneider,Undirected,16
Pearson,Garrett,Undirected,41
Lee,Vasquez,Undirected,62
Jenkins,Jennings,Undirected,72
Carter,Murray,Undirected,17
Johnson,Turner,Undirected,39
Webb,Nguyen,Undirected,16
Gomez,Gonzales,Undirected,15
Ford,Arnold,Undirected,11
Cole,Burns,Undirected,167
Robinson,Murray,Undirected,49
Bradley,Carr,Undirected,13
Greene,Kelly,Undirected,20
Mcdaniel,Watts,Undirected,77
Armstrong,Wilson,Undirected,10
Carroll,Bradley,Undirected,51
Hayes,Shaw,Undirected,7
Pierce,Patterson,Undirected,29
Cole,Reid,Undirected,66
Young,Wilson,Undirected,40
Wong,Barnes,Undirected,14
Miles,Mcdaniel,Undirected,6
Lucas,Lee,Undirected,13
Barnes,Walters,Undirected,7
Vasquez,Banks,Undirected,141
Lee,Salazar,Undirected,15
Perkins,Nguyen,Undirected,78
Reyes,Caldwell,Undirected,5
Arnold,Cook,Undirected,6
Maldonado,Frazier,Undirected,9
Elliott,Steele,Undirected,60
Hoffman,Stephens,Undirected,11
Gilbert,Dean,Undirected,7
Mccoy,Lewis,Undirected,10
Wong,Wilson,Undirected,13
Chambers,Carlson,Undirected,23
Berry,Wells,Undirected,10
Banks,Murphy,Undirected,21
Perry,Hawkins,Undirected,11
Bush,Douglas,Undirected,8
Morrison,Leonard,Undirected,5
Nguyen,Armstrong,Undirected,23
Berry,Russell,Undirected,27
Henry,Bradley,Undirected,36
Gordon,Boyd,Undirected,22
Oliver,Hall,Undirected,7
Lewis,Jordan,Undirected,38
Gilbert,Stewart,Undirected,5
Arnold,Armstrong,Undirected,7
Nguyen,Murray,Undirected,43
Harvey,Graves,Undirected,10
Larson,Ferguson,Undirected,18
Richardson,Turner,Undirected,7
Pierce,Mcdaniel,Undirected,10
Parker,Griffin,Undirected,5
Wong,Lynch,Undirected,8
Valdez,Williamson,Undirected,57
Allen,Lowe,Undirected,31
Perkins,Newman,Undirected,16
Mason,Griffin,Undirected,96
Perkins,Ruiz,Undirected,9
Dunn,Delgado,Undirected,15
Padilla,Jordan,Undirected,6
Lyons,Armstrong,Undirected,5
Hall,Gibson,Undirected,54
Ryan,Robinson,Undirected,9
Morris,Schmidt,Undirected,14
Howard,Robinson,Undirected,56
Banks,Neal,Undirected,32
Lyons,Garrett,Undirected,13
Schneider,Lewis,Undirected,10
Silva,Bush,Undirected,14
Chambers,Armstrong,Undirected,43
Diaz,Jacobs,Undirected,34
Turner,Richardson,Undirected,30
Harrison,Lee,Undirected,17
Nguyen,Carr,Undirected,115
Lane,Spencer,Undirected,176
Shelton,Hernandez,Undirected,6
Diaz,Nguyen,Undirected,53
Hill,Munoz,Undirected,11
Barnes,Norris,Undirected,17
Harrison,Delgado,Undirected,8
Murray,Vasquez,Undirected,5
Cohen,Morales,Undirected,53
Gilbert,Fowler,Undirected,11
Fowler,Reyes,Undirected,18
Holt,Jones,Undirected,76
Mcdaniel,Ruiz,Undirected,5
Jenkins,Maldonado,Undirected,11
Lee,Armstrong,Undirected,39
Graves,Kennedy,Undirected,6
Ferguson,Barnes,Undirected,5
Turner,Ross,Undirected,5
Spencer,Nguyen,Undirected,80
Bradley,Norris,Undirected,30
Vega,Woods,Undirected,5
Schmidt,Chambers,Undirected,8
Lucas,Watson,Undirected,7
Howell,Gomez,Undirected,30
Arnold,Carter,Undirected,7
Stone,Sanders,Undirected,26
Stanley,Spencer,Undirected,10
Lewis,Mason,Undirected,33
Banks,Norris,Undirected,27
Foster,Harper,Undirected,18
Perkins,Thomas,Undirected,41
Henderson,Watts,Undirected,32
Harvey,Maldonado,Undirected,36
Lee,Reynolds,Undirected,20
Schmidt,Park,Undirected,22
George,Perez,Undirected,16
Horton,Woods,Undirected,5
Hawkins,Harris,Undirected,8
Mcdaniel,Gibson,Undirected,14
Bradley,Salazar,Undirected,9
Sutton,Walters,Undirected,15
Spencer,Gomez,Undirected,19
Griffin,Schneider,Undirected,5
Estrada,Spencer,Undirected,9
Walsh,Sullivan,Undirected,19
Vaughn,Perez,Undirected,9
Griffin,Robinson,Undirected,26
Graves,Sanders,Undirected,55
Jordan,Arnold,Undirected,11
Thornton,Coleman,Undirected,22
Lynch,Peterson,Undirected,70
Salazar,Murray,Undirected,17
Bradley,Ferguson,Undirected,12
Gomez,Newman,Undirected,41
Mccarthy,Kennedy,Undirected,56
Spencer,Stanley,Undirected,23
Harrison,Kim,Undirected,57
Lewis,Garrett,Undirected,5
Newman,Wilson,Undirected,81
Obrien,Soto,Undirected,72
Vaughn,Hayes,Undirected,34
Robinson,Horton,Undirected,24
Salazar,Robinson,Undirected,5
Dominguez,Shaw,Undirected,34
Mendoza,Hill,Undirected,8
Cunningham,Newman,Undirected,7
Jordan,Carroll,Undirected,24
Myers,Carlson,Undirected,6
Larson,Schneider,Undirected,14
Lambert,Clark,Undirected,48
Gilbert,Berry,Undirected,18
Spencer,Salazar,Undirected,20
Park,Perkins,Undirected,15
Long,Mcdaniel,Undirected,10
Owens,Bryant,Undirected,12
Newman,Perkins,Undirected,81
Salazar,Frazier,Undirected,26
Carter,Carroll,Undirected,40
Powers,Mcdaniel,Undirected,23
Patterson,Douglas,Undirected,33
Miller,Stephens,Undirected,21
Estrada,Mcdaniel,Undirected,17
Bradley,Nguyen,Undirected,8
Elliott,Fowler,Undirected,7
Hart,Jones,Undirected,15
Carr,Armstrong,Undirected,49
Vasquez,Stone,Undirected,37
Mccarthy,Rice,Undirected,30
Gomez,Peterson,Undirected,21
Maldonado,Armstrong,Undirected,23
Schmidt,Davidson,Undirected,22
Ruiz,Schneider,Undirected,78
Ramos,Byrd,Undirected,50
Peterson,Vasquez,Undirected,20
Hernandez,Wagner,Undirected,8
Frazier,Rogers,Undirected,19
Russell,Jenkins,Undirected,49
Lee,Banks,Undirected,17
Turner,Armstrong,Undirected,7
Stephens,Turner,Undirected,10
Hall,Garrett,Undirected,27
Hill,Horton,Undirected,12
Salazar,Bryant,Undirected,99
Garrett,Patterson,Undirected,12
Jordan,Lewis,Undirected,23
Dominguez,Warner,Undirected,9
Green,Olson,Undirected,5
Mccoy,Padilla,Undirected,14
Armstrong,Schmidt,Undirected,43
Howell,Garrett,Undirected,5
Powers,Watkins,Undirected,24
Nguyen,Wilson,Undirected,94
Cook,Garrett,Undirected,16
Vazquez,Morales,Undirected,280
Arnold,Peterson,Undirected,34
Long,Schneider,Undirected,21
Stone,Peterson,Undirected,11
Little,Gomez,Undirected,25
Medina,Foster,Undirected,9
Newman,Lynch,Undirected,5
Lynch,Ross,Undirected,18
Schwartz,Gordon,Undirected,34
Fisher,Kelly,Undirected,25
Hamilton,Moreno,Undirected,8
Norris,Ferguson,Undirected,27
Hunt,Gomez,Undirected,18
Jackson,Byrd,Undirected,53
Stephens,Tran,Undirected,20
Bryant,Bradley,Undirected,9
Hughes,Gibson,Undirected,5
Fox,Duncan,Undirected,66
Gutierrez,Cohen,Undirected,7
Ferguson,Hall,Undirected,131
Weaver,Young,Undirected,8
Neal,Armstrong,Undirected,19
Wells,Caldwell,Undirected,37
Park,Cooper,Undirected,19
Griffin,Gomez,Undirected,26
Banks,Morris,Undirected,15
Rios,Cunningham,Undirected,8
Barker,Neal,Undirected,23
Newman,Douglas,Undirected,12
Vasquez,Douglas,Undirected,41
Alvarez,Greene,Undirected,16
Mcdaniel,Harvey,Undirected,9
Peterson,Gomez,Undirected,9
Berry,Stewart,Undirected,68
Miller,Berry,Undirected,31
Schneider,Wong,Undirected,22
Lyons,Allen,Undirected,25
Lopez,Williams,Undirected,18
Holland,Hart,Undirected,41
Johnson,Barnett,Undirected,30
Lowe,Lee,Undirected,26
Spencer,Young,Undirected,38
Morris,Salazar,Undirected,56
Walters,Ford,Undirected,16
Barnes,Pearson,Undirected,72
Stone,Robinson,Undirected,60
Armstrong,Arnold,Undirected,177
Williams,George,Undirected,53
Gilbert,Stephens,Undirected,72
Allen,Carroll,Undirected,36
Bryant,Lane,Undirected,57
Estrada,Pearson,Undirected,46
Vasquez,Jordan,Undirected,34
May,Bryant,Undirected,38
Thornton,Harrison,Undirected,14
Garcia,Adams,Undirected,7
Gomez,Bush,Undirected,47
Schneider,Mcdaniel,Undirected,14
Gonzalez,Banks,Undirected,19
Neal,Barker,Undirected,11
Hughes,Nguyen,Undirected,47
Newman,Estrada,Undirected,5
Garrett,Norris,Undirected,13
Dixon,Palmer,Undirected,11
Howard,Lewis,Undirected,10
Lopez,Cole,Undirected,146
Mendoza,Schneider,Undirected,5
Wilson,Ruiz,Undirected,30
Rice,Garcia,Undirected,9
Lynch,Schneider,Undirected,5
Stewart,Grant,Undirected,21
Munoz,Jacobs,Undirected,8
White,Alvarado,Undirected,33
Robertson,Graves,Undirected,10
Myers,Hughes,Undirected,61
Stewart,Flores,Undirected,23
Holland,Gray,Undirected,6
Armstrong,Davidson,Undirected,7
Simpson,Wagner,Undirected,13
Reed,Patel,Undirected,14
Jones,Craig,Undirected,53
Bishop,Collins,Undirected,19
Morris,Nguyen,Undirected,6
Pierce,Bryant,Undirected,53
Thomas,Lynch,Undirected,39
Bradley,Ruiz,Undirected,8
Banks,Ellis,Undirected,25
Estrada,Armstrong,Undirected,135
Thornton,Newman,Undirected,9
Kim,Jennings,Undirected,106
Weaver,Bush,Undirected,6
Silva,Newman,Undirected,20
Hughes,Mason,Undirected,8
Watkins,Douglas,Undirected,38
Nguyen,Horton,Undirected,11
Carroll,Morris,Undirected,22
Nguyen,Webb,Undirected,5
Vaughn,Meyer,Undirected,91
Gardner,Holland,Undirected,186
Nguyen,Contreras,Undirected,8
Porter,Gutierrez,Undirected,33
Pierce,Gonzalez,Undirected,13
Aguilar,Ferguson,Undirected,7
Gomez,Wilson,Undirected,56
Thomas,Mason,Undirected,7
Flores,Johnson,Undirected,12
Hill,Schneider,Undirected,54
Salazar,Gonzales,Undirected,9
Chambers,Gonzales,Undirected,70
Gonzales,Robertson,Undirected,18
Warner,Ramos,Undirected,6
Schneider,Banks,Undirected,38
Walters,Frazier,Undirected,11
Dean,Fowler,Undirected,10
Lynch,Howard,Undirected,92
Lewis,Diaz,Undirected,13
Wong,Schneider,Undirected,8
Craig,Holland,Undirected,102
Wheeler,Gibson,Undirected,13
Maldonado,Mcdaniel,Undirected,11
Wallace,White,Undirected,25
Vasquez,Wilson,Undirected,7
Mendoza,Lynch,Undirected,66
Wilson,Horton,Undirected,54
Jimenez,Parker,Undirected,21
Schwartz,Neal,Undirected,12
Davidson,Gibson,Undirected,8
Chambers,Mccoy,Undirected,5
Arnold,Douglas,Undirected,30
Moreno,Sutton,Undirected,34
Coleman,Tran,Undirected,9
Stanley,Allen,Undirected,12
Lopez,George,Undirected,56
Caldwell,Thornton,Undirected,6
Stanley,Welch,Undirected,10
Mason,Lewis,Undirected,13
Gordon,Schwartz,Undirected,9
Peterson,Salazar,Undirected,10
Vasquez,Watts,Undirected,5
Arnold,Gomez,Undirected,9
Hughes,Thomas,Undirected,19
Jenkins,Clark,Undirected,5
Bryant,Gonzales,Undirected,52
Roberts,Shelton,Undirected,8
Wong,Carroll,Undirected,36
Frazier,Barnes,Undirected,66
Stewart,Vega,Undirected,168
Robinson,Schneider,Undirected,40
Estrada,Wilson,Undirected,9
Gomez,Watts,Undirected,6
Rice,Gonzalez,Undirected,22
Schmidt,Guerrero,Undirected,22
Schwartz,Cunningham,Undirected,29
George,Shelton,Undirected,14
Cook,Walters,Undirected,35
Nguyen,Rogers,Undirected,5
Jacobs,Lee,Undirected,7
Hoffman,Berry,Undirected,26
Moreno,Robinson,Undirected,20
Young,Mcdaniel,Undirected,40
Lee,Bryant,Undirected,132
Lambert,Steele,Undirected,116
Bishop,Myers,Undirected,23
Jensen,Rose,Undirected,33
Gonzales,Benson,Undirected,31
Medina,White,Undirected,19
Watts,Brown,Undirected,16
Young,Carroll,Undirected,27
Gomez,Elliott,Undirected,12
Stevens,Johnston,Undirected,12
Schneider,Henry,Undirected,6
Lowe,Harvey,Undirected,6
Barker,Santiago,Undirected,8
Ferguson,Schneider,Undirected,5
Barker,Gordon,Undirected,14
Mason,Guzman,Undirected,36
George,Ramirez,Undirected,46
Estrada,Watts,Undirected,27
Perez,Vaughn,Undirected,47
Jordan,Robinson,Undirected,16
Hayes,Shelton,Undirected,43
Wilson,Long,Undirected,42
Wilson,Bradley,Undirected,44
Russell,Tran,Undirected,31
Jennings,Caldwell,Undirected,17
Benson,Gibson,Undirected,99
Lee,Ross,Undirected,179
Morris,Banks,Undirected,27
Brooks,Day,Undirected,27
Lawrence,Brewer,Undirected,6
Peterson,Watts,Undirected,12
Robertson,Chambers,Undirected,15
Howard,Chambers,Undirected,28
Stanley,Garcia,Undirected,13
Barker,Bryant,Undirected,16
Jackson,Hayes,Undirected,46
Sanders,Harvey,Undirected,38
Gonzales,Mcdaniel,Undirected,12
Kim,Delgado,Undirected,32
Young,Richardson,Undirected,45
Arnold,Carroll,Undirected,12
Dean,Hoffman,Undirected,13
Park,Ferguson,Undirected,6
Flores,Schwartz,Undirected,34
Lewis,Henry,Undirected,23
Spencer,Robinson,Undirected,8
Maldonado,Watts,Undirected,62
Lewis,Estrada,Undirected,12
Gilbert,Robertson,Undirected,7
Bryant,Spencer,Undirected,17
Kim,Dunn,Undirected,25
Robinson,Ryan,Undirected,23
Armstrong,Lowe,Undirected,7
Park,Lee,Undirected,11
Roberts,Ramos,Undirected,9
Vasquez,Powers,Undirected,11
Tucker,White,Undirected,30
Graves,Mason,Undirected,46
Barker,Silva,Undirected,51
Douglas,Mills,Undirected,5
Little,Benson,Undirected,28
Watts,Miles,Undirected,23
Barnett,Stephens,Undirected,35
Gilbert,Reyes,Undirected,16
Douglas,Chavez,Undirected,5
Garrett,Ford,Undirected,36
Collins,Price,Undirected,35
Richards,Hayes,Undirected,25
Garrett,Mcdaniel,Undirected,190
Stone,Welch,Undirected,14
Howell,Lee,Undirected,13
Nguyen,Aguilar,Undirected,24
Chapman,Bryant,Undirected,44
Lynch,Pearson,Undirected,73
Hayes,Burns,Undirected,48
Norris,Cook,Undirected,11
Jennings,Kim,Undirected,32
Arnold,Schmidt,Undirected,12
Mccoy,Newman,Undirected,18
Stewart,Neal,Undirected,6
Ortega,Aguilar,Undirected,15
Thomas,Larson,Undirected,20
Little,Salazar,Undirected,88
Horton,Warren,Undirected,14
Burton,Steele,Undirected,44
Larson,Bradley,Undirected,19
Lee,Webb,Undirected,17
Herrera,White,Undirected,46
Silva,Perry,Undirected,15
Wilson,Pearson,Undirected,11
Maldonado,Barnes,Undirected,8
Kennedy,Allen,Undirected,38
Weber,Delgado,Undirected,41
Ross,Mills,Undirected,122
Austin,Harris,Undirected,114
Norris,Robinson,Undirected,11
Douglas,Banks,Undirected,15
Barnes,Ruiz,Undirected,28
Carlson,Neal,Undirected,40
Estrada,Carroll,Undirected,10
Hall,Munoz,Undirected,12
Wells,Berry,Undirected,13
Johnson,Ross,Undirected,6
Watkins,Mcdaniel,Undirected,26
Barnes,Cook,Undirected,31
Maldonado,Ruiz,Undirected,22
Flores,Frazier,Undirected,45
Mills,Ross,Undirected,9
Sanders,Silva,Undirected,13
Horton,Banks,Undirected,8
Newman,Pierce,Undirected,10
Rhodes,Delgado,Undirected,6
Murray,Pearson,Undirected,38
Benson,Schneider,Undirected,46
Bryant,Pearson,Undirected,37
Gonzalez,Sanders,Undirected,16
Bryant,Ruiz,Undirected,69
Robertson,Hughes,Undirected,26
Schneider,Vasquez,Undirected,5
Watts,Douglas,Undirected,5
Patterson,Webb,Undirected,26
Berry,Dean,Undirected,10
Greene,Harris,Undirected,20
Schwartz,Hamilton,Undirected,25
Miles,Nguyen,Undirected,10
George,Hernandez,Undirected,44
Cunningham,Green,Undirected,7
Reid,Cole,Undirected,44
Horton,Chambers,Undirected,134
Little,Larson,Undirected,13
Roberts,Lopez,Undirected,85
Newman,Schneider,Undirected,237
Gomez,Carroll,Undirected,42
Moreno,Lynch,Undirected,90
Shaw,Williams,Undirected,10
Miles,Lucas,Undirected,56
Maldonado,Robinson,Undirected,31
Nguyen,Young,Undirected,7
Norris,Salazar,Undirected,41
Allen,Kennedy,Undirected,28
Wells,Richardson,Undirected,23
Gutierrez,Morales,Undirected,24
Arnold,Lee,Undirected,8
Norris,Perkins,Undirected,59
Murphy,Reyes,Undirected,38
Johnston,Weaver,Undirected,17
Mcdaniel,Peterson,Undirected,15
George,Hayes,Undirected,9
Bennett,Hill,Undirected,50
Allen,Lyons,Undirected,14
Norris,Carroll,Undirected,13
Gonzales,Garrett,Undirected,5
Gomez,Neal,Undirected,8
Gardner,Hart,Undirected,5
Stone,Wilson,Undirected,41
Ross,Hamilton,Undirected,11
Webb,Chambers,Undirected,8
Schmidt,Schultz,Undirected,34
Wells,Ross,Undirected,14
Reyes,Russell,Undirected,17
Mcdaniel,Ross,Undirected,46
Stewart,Berry,Undirected,74
Sullivan,Alexander,Undirected,17
Hernandez,Hayes,Undirected,21
Spencer,Park,Undirected,155
Hoffman,Dean,Undirected,9
Stewart,Steele,Undirected,28
Gomez,Garrett,Undirected,63
Ferguson,Gibson,Undirected,37
Lopez,Ramirez,Undirected,40
Howell,Carroll,Undirected,6
Lowe,Lyons,Undirected,180
Cunningham,Kim,Undirected,12
Perry,Carlson,Undirected,19
Barnes,Newman,Undirected,7
Perkins,Wheeler,Undirected,19
Gordon,Reed,Undirected,15
Carlson,Gomez,Undirected,8
Chambers,Barnes,Undirected,23
Byrd,Washington,Undirected,39
Woods,Robertson,Undirected,8
Reynolds,Lee,Undirected,9
Lee,Lowe,Undirected,102
Garza,Cohen,Undirected,28
Montgomery,Rodriguez,Undirected,9
Lowe,Garcia,Undirected,43
Little,Norris,Undirected,30
Maldonado,Stevens,Undirected,10
Ramirez,Cole,Undirected,58
Rios,Delgado,Undirected,43
Hamilton,Munoz,Undirected,24
Moreno,Maldonado,Undirected,5
Gomez,Norris,Undirected,116
